Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
J. PIEDNOEL	9	46	4	22	53373,00	21737,00	75110,00	9903,00	1160,28	5930	5
S. JOUSSELIN	9	45	8	30	52820,00	27022,00	79842,00	9828,00	1173,78	5869	5
A. SANCHEZ-MARTIN	13	69	3	34	52789,00	28301,00	81090,00	9339,00	765,06	4061	5
MME C. AUVRAY	7	58	2	28	52415,00	23574,00	75989,00	8692,00	903,71	7488	8
F. BELLEMERE	16	37	2	21	52305,00	30679,00	82984,00	10340,00	1413,65	3269	2
JM. BEGUIGNE	10	31	2	13	52129,00	24693,00	76822,00	8506,00	1681,58	5213	3
MME R. PHILIPPON	12	59	4	34	51470,00	24224,00	75694,00	8736,00	872,37	4289	5
R. AVIAL SANCHEZ	5	28	3	12	50997,00	22944,00	73941,00	9309,00	1821,32	10199	6
C. MARTINON	6	64	2	27	50973,00	22927,00	73900,00	8471,00	796,45	8496	11
S. GOUVAZE (S)	17	27	3	15	50351,00	23164,00	73515,00	7262,00	1864,85	2962	2
H. PALMER	1	2	1	1	49980,00	0,00	49980,00	0,00	24990,00	49980	2
MME J. SOUBAGNE	10	41	1	29	49828,00	32737,00	82565,00	10718,00	1215,32	4983	4
MME E. CURY	13	57	4	28	49079,00	24860,00	73939,00	9046,00	861,04	3775	4
F. HAYERES (S)	13	33	8	12	48759,00	18915,00	67674,00	8344,00	1477,55	3751	3
P. DOLLE	8	38	3	23	48678,00	30630,00	79308,00	10297,00	1281,00	6085	5
G. DOLEUZE	10	30	2	16	48629,00	25394,00	74023,00	8709,00	1620,97	4863	3
G. JUILLET	22	78	3	35	48621,00	18067,00	66688,00	8842,00	623,35	2210	4
A. SCHUTZ (S)	7	21	2	13	47820,00	31071,00	78891,00	8072,00	2277,14	6831	3
MME A. WATTEL	19	50	2	26	47595,00	11254,00	58849,00	4841,00	951,90	2505	3
M. PELLETAN	8	33	4	12	47342,00	22391,00	69733,00	9056,00	1434,61	5918	4
M. BLANCPAIN (S)	12	52	1	28	46852,00	27051,00	73903,00	8903,00	901,00	3904	4
AS&D. ALLARD (S)	8	30	4	15	46841,00	16774,00	63615,00	8610,00	1561,37	5855	4
MME J. HIERGENS	4	22	3	9	46508,00	20924,00	67432,00	8758,00	2114,00	11627	6
G. GEISLER	16	43	3	28	46201,00	12667,00	58868,00	4068,00	1074,44	2888	3
MME P. VANHOVE	10	24	3	17	45961,00	5811,00	51772,00	8373,00	1915,04	4596	2
S. EVENO	10	30	3	19	45389,00	12411,00	57800,00	8073,00	1512,97	4539	3
MME C. HERISSON DE BEAUVOIR	11	50	2	25	45105,00	18856,00	63961,00	7399,00	902,10	4100	5
F. GELHAY	10	34	4	14	44421,00	15712,00	60133,00	7516,00	1306,50	4442	3
E. CLAYEUX (S)	19	28	2	20	44329,00	0,00	44329,00	7973,00	1583,18	2333	1
L. CARBERRY (S)	18	30	5	15	43764,00	3352,00	47116,00	7335,00	1458,80	2431	2
L&M. VIEL (S)	12	36	4	19	43599,00	12653,00	56252,00	6932,00	1211,08	3633	3
A. VIGREUX (S)	10	34	2	17	43323,00	15957,00	59280,00	8200,00	1274,21	4332	3
S. NIGGE (S)	17	49	2	19	43246,00	23748,00	66994,00	6792,00	882,57	2544	3
C. BONIN (S)	11	37	2	17	43039,00	12269,00	55308,00	7940,00	1163,22	3913	3
A. SPANU	1	8	2	4	43016,00	19355,00	62371,00	8104,00	5377,00	43016	8
W. WALTON	5	33	4	14	42948,00	24449,00	67397,00	8753,00	1301,45	8590	7
MME M. PRUNET-FOCH	5	15	4	4	42865,00	0,00	42865,00	7715,00	2857,67	8573	3
F. PARDON	7	27	2	13	41941,00	20478,00	62419,00	7630,00	1553,37	5992	4
GAB. LEENDERS (S)	8	19	4	12	41737,00	14678,00	56415,00	8013,00	2196,68	5217	2
D. SATALIA	11	26	1	15	41693,00	16541,00	58234,00	7716,00	1603,58	3790	2
F. CARNEVALI	7	26	2	9	41602,00	7302,00	48904,00	1998,00	1600,08	5943	4
H. GREWE	9	17	3	8	41096,00	9885,00	50981,00	2296,00	2417,41	4566	2
JL. PELLETAN	8	26	3	10	41061,00	23261,00	64322,00	8417,00	1579,27	5133	3
C. RESTOUT	5	25	3	15	41004,00	18447,00	59451,00	7719,00	1640,16	8201	5
A. COELHO	2	16	2	10	40500,00	8851,00	49351,00	3705,00	2531,25	20250	8
OJ. BURROWS	2	2	1	1	40260,00	0,00	40260,00	0,00	20130,00	20130	1
JM. OSORIO BERTRAN DE LIS	7	23	2	10	39827,00	0,00	39827,00	0,00	1731,61	5690	3
