Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MR MICHAEL MOTSCHMANN	3	14	1	10	36815,00	15842,00	52657,00	6888,00	2629,64	12272	5
INFINITY NINE HORSES	3	13	4	7	92359,00	58533,00	150892,00	6873,00	7104,54	30786	4
MME MICHEL DAUGREILH	3	13	4	4	36430,00	16054,00	52484,00	6842,00	2802,31	12143	4
MR JAN KRAUZE	6	27	4	12	60097,00	31940,00	92037,00	6824,00	2225,81	10016	5
LNJ FOXWOODS LLC	5	14	4	8	68601,00	40904,00	109505,00	6812,00	4900,07	13720	3
MR LAURENT DULONG	6	20	3	12	47821,00	23746,00	71567,00	6651,00	2391,05	7970	3
MME EVA OLSSON	4	18	2	6	34718,00	15619,00	50337,00	6540,00	1928,78	8680	5
HARAS DES TROIS CHAPELLES	16	56	0	25	37274,00	18717,00	55991,00	6533,00	665,61	2330	4
MME AXELLE NEGRE DE WATRIGANT	5	14	3	6	33402,00	23176,00	56578,00	6487,00	2385,86	6680	3
MR MOHAMED JASIM MOHAMED ALMAHMOUD	3	10	2	5	33343,00	15428,00	48771,00	6459,00	3334,30	11114	3
MME PIA BRANDT	2	8	1	6	34036,00	15311,00	49347,00	6410,00	4254,50	17018	4
MR KHALIFA MOHAMMED AL ATTIYAH	6	21	3	7	36925,00	17748,00	54673,00	6315,00	1758,33	6154	4
MME MARIE-CARMEL NAIM	1	5	2	3	33338,00	14999,00	48337,00	6281,00	6667,60	33338	5
E.A.R.L. ELEVAGE DES LOGES	8	36	2	17	38102,00	16858,00	54960,00	6258,00	1058,39	4763	5
MR MATHIEU MASOUNAVE	4	15	3	10	46024,00	12076,00	58100,00	6239,00	3068,27	11506	4
AZIENDA AGRICOLA LA ROVERE	2	7	1	4	27429,00	20570,00	47999,00	6237,00	3918,43	13714	4
MR PAUL NATAF	6	32	2	13	37959,00	15954,00	53913,00	6217,00	1186,22	6326	5
MR WILLIAM WALTON	3	15	3	7	29187,00	18260,00	47447,00	6164,00	1945,80	9729	5
BS RACING SARL	3	16	2	8	32667,00	14795,00	47462,00	6164,00	2041,69	10889	5
ECURIE ADES HAZAN	20	58	4	19	76487,00	35574,00	112061,00	6156,00	1318,74	3824	3
MR BENOIT JEFFROY	13	46	7	25	96753,00	55286,00	152039,00	6114,00	2103,33	7443	4
MR ANTOINE GRIEZMANN	3	6	1	4	26976,00	19967,00	46943,00	6099,00	4496,00	8992	2
GEMINI STUD	7	27	2	13	59669,00	27102,00	86771,00	6054,00	2209,96	8524	4
MR HERMES VIGNA	1	5	2	1	26410,00	19807,00	46217,00	6007,00	5282,00	26410	5
SALABI RACING	10	28	3	17	66299,00	32750,00	99049,00	5975,00	2367,82	6630	3
MR JEAN-MARC AINCIBOURE	2	7	2	5	32850,00	3036,00	35886,00	5967,00	4692,86	16425	4
MR GEORGE STRAWBRIDGE	5	18	2	10	44924,00	32086,00	77010,00	5957,00	2495,78	8985	4
EARL  HARAS DU TAILLIS	15	60	3	38	61468,00	30793,00	92261,00	5912,00	1024,47	4098	4
HARAS DU LIEU DES CHAMPS	4	20	2	12	61326,00	40287,00	101613,00	5861,00	3066,30	15332	5
EARL HARAS DE L'HOTELLERIE	11	40	2	22	43258,00	20089,00	63347,00	5746,00	1081,45	3933	4
ECURIE DES MONNAIES	10	37	4	20	59800,00	29665,00	89465,00	5727,00	1616,22	5980	4
MR KHALID RASHID AL MOHANNADI	1	2	1	0	25150,00	18862,00	44012,00	5721,00	12575,00	25150	2
SUC. YOLANDE SEYDOUX DE CLAUSONNE	6	20	0	13	31928,00	21346,00	53274,00	5700,00	1596,40	5321	3
MR VALENTIN BUKHTOYAROV	2	17	2	5	31849,00	14329,00	46178,00	5695,00	1873,47	15924	9
CLEMENT & HERMANS (S)	4	16	4	11	45139,00	22349,00	67488,00	5681,00	2821,19	11285	4
FTP EQUINE HOLDINGS LTD	5	21	1	13	29249,00	16714,00	45963,00	5644,00	1392,81	5850	4
ECURIE HUGO ET PIERRE PILARSKI	1	4	2	2	49514,00	37133,00	86647,00	5629,00	12378,50	49514	4
MME SOPHIE BOULIN REDOULY	2	9	1	7	24743,00	18556,00	43299,00	5625,00	2749,22	12372	5
MR XAVIER RICHARD	4	19	2	8	27283,00	16024,00	43307,00	5624,00	1435,95	6821	5
MME CAMILLE VITSE	8	31	4	16	76081,00	49026,00	125107,00	5621,00	2454,23	9510	4
HARAS D'LA RIVIERE	5	14	1	8	26039,00	17388,00	43427,00	5596,00	1859,93	5208	3
MR PHILIPPE DECOUZ	8	24	4	9	50630,00	28631,00	79261,00	5532,00	2109,58	6329	3
MR REMY CASTEL	1	8	2	3	58449,00	26299,00	84748,00	5505,00	7306,13	58449	8
MME OLIVIA GOUPIL	3	18	2	11	36032,00	16210,00	52242,00	5481,00	2001,78	12011	6
SAS REGNIER	12	49	3	24	56770,00	29582,00	86352,00	5479,00	1158,57	4731	4
MR ANTOINE SAUTY DE CHALON	2	13	2	7	26248,00	15910,00	42158,00	5477,00	2019,08	13124	7
MR GERARD DUFIT	1	7	1	4	29052,00	13071,00	42123,00	5473,00	4150,29	29052	7
MME LISA DEYMONAZ	2	4	2	1	29000,00	13050,00	42050,00	5466,00	7250,00	14500	2
MME VALERIE VATEL	5	14	4	5	32885,00	6494,00	39379,00	5414,00	2348,93	6577	3
MR ARNAUD DE SEYSSEL	3	14	2	11	36401,00	19276,00	55677,00	5393,00	2600,07	12134	5
SAN GABRIEL INV. INC.	8	31	2	21	48992,00	35754,00	84746,00	5377,00	1580,39	6124	4
MR PASCAL COTTRET	2	8	3	2	28280,00	12724,00	41004,00	5329,00	3535,00	14140	4
MR DAVID SMAGA	2	8	1	5	56564,00	25691,00	82255,00	5311,00	7070,50	28282	4
MME MARIE-BENEDICTE FOUGY-SMAGA	2	8	1	5	56564,00	25691,00	82255,00	5311,00	7070,50	28282	4
ECURIE PLESSIS	3	18	2	10	28193,00	12683,00	40876,00	5309,00	1566,28	9398	6
MME EMILIE LAFEU	9	27	2	13	29584,00	8251,00	37835,00	5264,00	1095,70	3287	3
MR CHRISTOPHER HOGG	4	13	1	10	29662,00	21119,00	50781,00	5229,00	2281,69	7416	3
MR GUILLAUME VITSE	7	27	3	14	69003,00	43718,00	112721,00	5219,00	2555,67	9858	4
HARAS DES SABLONNETS	15	38	5	15	54757,00	26729,00	81486,00	5214,00	1440,97	3650	3
ECURIE CERDEVAL	3	18	2	8	27942,00	10093,00	38035,00	5214,00	1552,33	9314	6
MME MARGUERITE PRUNET-FOCH	3	6	3	1	28800,00	0,00	28800,00	5184,00	4800,00	9600	2
MR SYLVAIN VIDAL	8	27	3	16	36778,00	18836,00	55614,00	5137,00	1362,15	4597	3
TAKE FIVE SAS	7	28	0	19	28543,00	21401,00	49944,00	5115,00	1019,39	4078	4
LANGLAIS BLOODSTOCK	10	33	6	22	94849,00	53365,00	148214,00	5106,00	2874,21	9485	3
MR ALI THAMER AL-MEHSHADI	8	39	3	23	68307,00	30185,00	98492,00	5102,00	1751,46	8538	5
MR NICOLAS SIMON	23	82	16	34	111808,00	53476,00	165284,00	5100,00	1363,51	4861	4
LJ NEGOCE	6	27	3	17	60592,00	39643,00	100235,00	5061,00	2244,15	10099	5
MR JAKOB ROHR	1	3	1	1	26722,00	12024,00	38746,00	5036,00	8907,33	26722	3
HARAS VOLTAIRE	13	34	0	20	40162,00	26142,00	66304,00	5002,00	1181,24	3089	3
EARL HARAS DE L'ETRE	2	5	2	2	28752,00	19086,00	47838,00	4997,00	5750,40	14376	3
MME LIZA JUDD	1	2	1	1	26486,00	11918,00	38404,00	4992,00	13243,00	26486	2
MME ANITA WIGAN	3	11	1	8	25103,00	16043,00	41146,00	4987,00	2282,09	8368	4
MR JEAN DE CHEFFONTAINES	2	15	3	8	26354,00	11857,00	38211,00	4963,00	1756,93	13177	8
SCA  ELEVAGE DE TOURGEVILLE	11	30	3	17	49454,00	31378,00	80832,00	4947,00	1648,47	4496	3
MME CATHERINE SAVARE	2	8	2	4	30544,00	18331,00	48875,00	4913,00	3818,00	15272	4
MR MIKE PIETRANGELO	4	19	1	11	21766,00	16218,00	37984,00	4910,00	1145,58	5442	5
NBH RACING	4	25	1	16	27250,00	11749,00	38999,00	4863,00	1090,00	6812	6
MR SIMON URIZZI	6	28	1	21	35948,00	22528,00	58476,00	4858,00	1283,86	5991	5
