Nom	Chevaux	Partants	Victoires	Places	Allocation tot.	Prime Prop.	Alloc. + Prime Prop.	Prim. Eleveur	Gain/Part.	Gain/Chev.	Course/Chev.
MME CELESTINE BOUVIER	21	40	1	17	22879,00	11153,00	34032,00	3352,00	571,98	1089	2
MME VICTORIA ALONSO VIDAL DE LA PENA	17	28	1	16	33875,00	14645,00	48520,00	6028,00	1209,82	1993	2
GABRIELE CONGIU	19	43	1	16	21014,00	9769,00	30783,00	3253,00	488,70	1106	2
FRANCK FORESI	20	26	1	15	21797,00	6454,00	28251,00	3897,00	838,35	1090	1
MME ELLA MUNTWYLER	19	30	1	13	22950,00	12680,00	35630,00	4569,00	765,00	1208	2
MME GWLADYS FRADELIN	27	30	1	13	17686,00	3552,00	21238,00	3331,00	589,53	655	1
KOBE VANDERBEKE	19	42	1	12	24899,00	10388,00	35287,00	4172,00	592,83	1310	2
MME MEGANE PESLIER	17	17	1	11	28730,00	14451,00	43181,00	5640,00	1690,00	1690	1
MME AXELLE NICCO	8	21	1	10	26861,00	9238,00	36099,00	4884,00	1279,10	3358	3
CHARLY BOUTTIER	24	32	1	7	7588,00	1105,00	8693,00	1295,00	237,13	316	1
LEONARDO CANGIANO	5	8	1	6	18224,00	9385,00	27609,00	3587,00	2278,00	3645	2
REMI CAMPOS	1	8	1	6	17938,00	8068,00	26006,00	3378,00	2242,25	17938	8
CHARLES CLAYEUX	9	10	1	6	13271,00	749,00	14020,00	2401,00	1327,10	1475	1
TOM MARQUAND	9	10	1	5	514897,00	69424,00	584321,00	35138,00	51489,70	57211	1
MME ESTHER RUTH WEISSMEIER	14	18	1	5	21964,00	466,00	22430,00	127,00	1220,22	1569	1
HAKIM TABET	8	8	1	5	14063,00	5989,00	20052,00	2005,00	1757,88	1758	1
MME LEA SUISSE	3	6	1	4	10180,00	0,00	10180,00	1832,00	1696,67	3393	2
MAVIS MUNGROO	13	14	1	4	9741,00	4382,00	14123,00	1833,00	695,79	749	1
MME LUCIE CASTILLON	9	16	1	4	8463,00	2853,00	11316,00	948,00	528,94	940	2
